"","title","link","pubDate","Site","Lead","Symbol","Company"
"241","Knight Therapeutics announces exclusive license agreement with AstraZeneca","http://www.reuters.com/finance/stocks/AZN/key-developments/article/3495775","2016-12-15 07:30:00","Reuters Key Development","Knight Therapeutics announces exclusive license agreement with AstraZeneca","AZN","AstraZeneca"
"242","Almirall receives $30 million in milestone payment from Astrazeneca","http://www.reuters.com/finance/stocks/AZN/key-developments/article/3496499","2016-12-16 04:35:36","Reuters Key Development","Almirall receives $30 million in milestone payment from Astrazeneca","AZN","AstraZeneca"
"243","Ionis earns $28 mln from Astrazeneca for drug to treat cancer","http://www.reuters.com/finance/stocks/AZN/key-developments/article/3496622","2016-12-16 07:29:44","Reuters Key Development","Ionis earns $28 mln from Astrazeneca for drug to treat cancer","AZN","AstraZeneca"
"244","AstraZeneca completes sale of antibiotics business to Pfizer","http://www.reuters.com/finance/stocks/AZN/key-developments/article/3500067","2016-12-23 02:00:05","Reuters Key Development","AstraZeneca completes sale of antibiotics business to Pfizer","AZN","AstraZeneca"
"245","Pfizer completes acquisition of small molecule anti-infective business from AstraZeneca","http://www.reuters.com/finance/stocks/AZN/key-developments/article/3500132","2016-12-23 02:05:00","Reuters Key Development","Pfizer completes acquisition of small molecule anti-infective business from AstraZeneca","AZN","AstraZeneca"
"246","AstraZeneca plc (AZN): What does the Future Hold?","http://smartstocknews.com/59771-astrazeneca-plc-azn-what-does-the-future-hold/","2017-01-03 08:38:46","Sm<U+0430>rt St<U+043E>ck N<U+0435>ws","AstraZeneca plc (ADR) (NYSE:AZN) has faced various ups and downs in the financial year (FY2016) concerning patent cliff side effects.","AZN","AstraZeneca"
"247","AstraZeneca plc (ADR) (AZN): Merill Lynch Analysts view on MYSTIC","http://smartstocknews.com/34920-astrazeneca-plc-adr-azn-merill-lynch-analysts-view-on-mystic/","2017-01-04 12:21:29","Sm<U+0430>rt St<U+043E>ck N<U+0435>ws","Questions have mainly revolved around trial layout, with much discussion of just how to interpret AstraZeneca plc (ADR) (NYSE:AZN) comments through its roadshow in late 16. In ML's view, AZN's R&D call 15th December went a long way to answering ...","AZN","AstraZeneca"
"248","GlaxoSmithKline appoints Luke Miels President, Global Pharma","http://www.reuters.com/finance/stocks/AZN/key-developments/article/3510720","2017-01-19 02:09:25","Reuters Key Development","GlaxoSmithKline appoints Luke Miels President, Global Pharma","AZN","AstraZeneca"
"249","AstraZeneca plc (ADR) (AZN) MYSTIC Change Incrementally Positive for Merck ...","http://smartstocknews.com/45126-astrazeneca-mystic-change-incrementally-positive-for-merck-and-less-so-for-bristol-myers-squibb/","2017-01-19 09:37:30","Sm<U+0430>rt St<U+043E>ck N<U+0435>ws","BMO Capital Markets believes AstraZeneca plc (ADR) (NYSE:AZN) endpoint change for the MYSTIC trial in 1L NSCLC and the delay in IO combo data are incrementally positive for BMO's Top Pick Merck & Co.","AZN","AstraZeneca"
"250","AstraZeneca says asthma drug granted paediatric exclusivity in U.S.","http://www.reuters.com/finance/stocks/AZN/key-developments/article/3515704","2017-01-26 05:00:03","Reuters Key Development","AstraZeneca says asthma drug granted paediatric exclusivity in U.S.","AZN","AstraZeneca"
"251","Clovis Oncology Inc (CLVS)&#39;s Ovarian Cancer Drug Faces Stiff Competition From ...","http://www.insidermonkey.com/blog/clovis-oncology-inc-clvss-ovarian-cancer-drug-faces-stiff-competition-from-astrazeneca-plc-adr-azn-tesaro-inc-tsro-529367/","2017-01-31 12:59:53","Insider Monkey (blog)","Trials of rival drugs from AstraZeneca PLC (ADR) (NYSE:AZN) and TESARO Inc (NASDAQ:TSRO) will determine the adoption of the PARP inhibitor, Rubraca from Clovis Oncology Inc (NASDAQ:CLVS).","AZN","AstraZeneca"
"252","AstraZeneca CEO says MYSTIC cancer drug trial &quot;not binary&quot;","http://www.reuters.com/finance/stocks/AZN/key-developments/article/3519508","2017-02-02 02:41:35","Reuters Key Development","AstraZeneca CEO says MYSTIC cancer drug trial ""not binary""","AZN","AstraZeneca"
"253","Pharma stocks to watch: Merck &amp; Co., Inc. (NYSE: MRK) and AstraZeneca plc (ADR ...","http://fxdailyreport.com/pharma-stocks-watch-merck-co-inc-nyse-mrk-astrazeneca-plc-adrnyse-azn/","2017-02-02 12:26:15","FX Daily Report","AstraZeneca plc (ADR)(NYSE:AZN) stock opened on a weak note on February 2nd, 2017 impacted by the lower than estimated results.","AZN","AstraZeneca"
"254","Astrazeneca says will get $130 mln as milestone payment after Brodalumab approval","http://www.reuters.com/finance/stocks/AZN/key-developments/article/3529441","2017-02-16 07:01:01","Reuters Key Development","Astrazeneca says will get $130 mln as milestone payment after Brodalumab approval","AZN","AstraZeneca"
"255","Analyst: Buy AstraZeneca On The Turnaround Story","https://www.benzinga.com/analyst-ratings/analyst-color/17/02/9076198/analyst-buy-astrazeneca-on-the-turnaround-story","2017-02-22 07:22:30","Benzinga","Following AstraZeneca plc (ADR) (NYSE: AZN)'s strong start to 2017, including a positive data report for breast cancer treatment Lynparza, investors await a barrage of news highlighting significant findings and potential approvals for various portfolio ...","AZN","AstraZeneca"
"256","EU regulator recommends condition approval of Shire&#39;s chronic hypoparathyroidism medicine","http://www.reuters.com/finance/stocks/AZN/key-developments/article/3535218","2017-02-24 07:00:00","Reuters Key Development","EU regulator recommends condition approval of Shire's chronic hypoparathyroidism medicine","AZN","AstraZeneca"
"257","Astrazeneca says U.S. FDA approves once-daily qtern for type-2 diabetes","http://www.reuters.com/finance/stocks/AZN/key-developments/article/3537155","2017-02-28 01:51:44","Reuters Key Development","Astrazeneca says U.S. FDA approves once-daily qtern for type-2 diabetes","AZN","AstraZeneca"
"258","AstraZeneca plc&#39;s (ADR) (AZN) Roxadustat Updates from Fibrogen Call","http://smartstocknews.com/53533-astrazeneca-plcs-adr-azn-roxadustat-updates-from-fibrogen-call/","2017-03-02 12:03:45","Sm<U+0430>rt St<U+043E>ck N<U+0435>ws","Bank of America Merrill Lynch provides feedback from the Fibrogen call, which has important readthrough for AstraZeneca plc's (ADR) (NYSE:AZN) roxadustat (anaemia, partnered with FBGN). Overall, BAML believes updates are positive and broadly ...","AZN","AstraZeneca"
"259","Sanofi Pasteur and Medimmune collaborate on monoclonal antibody to prevent illnesses associated with RSV","http://www.reuters.com/finance/stocks/AZN/key-developments/article/3540287","2017-03-03 02:00:31","Reuters Key Development","Sanofi Pasteur and Medimmune collaborate on monoclonal antibody to prevent illnesses associated with RSV","AZN","AstraZeneca"
"260","AstraZeneca plc (ADR) (AZN): 5 Broad Metrics From The New Management ...","http://smartstocknews.com/70835-astrazeneca-plc-adr-azn-5-broad-metrics-from-the-new-management-remuneration-policy/","2017-03-08 12:15:00","Sm<U+0430>rt St<U+043E>ck N<U+0435>ws","In its annual report published yesterday, AstraZeneca plc (ADR) (NYSE:AZN) has outlined a new management remuneration policy, detailed below, to be put forward for a shareholder vote at the 2017 AGM.","AZN","AstraZeneca"
"261","AstraZeneca plc (ADR) (AZN) is Initiated by Liberum to “Buy”","https://www.highlandmirror.com/2017-03-09-astrazeneca-plc-adr-azn-is-initiated-by-liberum-to-buy","2017-03-09 10:00:00","Highland Mirror","AstraZeneca plc (ADR) (AZN) was Initiated by Liberum to “Buy”. Liberum advised their Clients and Investors in a research report released on Mar 9, 2017.","AZN","AstraZeneca"
"262","Stocks for your portfolio – AstraZeneca plc (ADR) (NYSE:AZN), Deere &amp; Company ...","http://www.wallstreetnews24.com/stocks-for-your-portfolio-astrazeneca-plc-adr-nyseazn-deere-company-nysede/","2017-03-13 08:45:00","Wall Street Times (press release)","AstraZeneca plc (ADR) (NYSE:AZN) traded at a yearly high level of $35.04 during the last trading session. The last session's volume of 3.93 million shares was lower than its average volume of 5.94 million shares.","AZN","AstraZeneca"
"263","AstraZeneca plc (ADR) (NYSE:AZN) Rejected Drugs To Be Reconsidered","https://marketexclusive.com/astrazeneca-plc-adr-nyseazns-rejected-drugs-reconsidered/82102/","2017-03-14 08:33:45","Market Exclusive","AstraZeneca plc (ADR) (NYSE:AZN) is reconsidering some of its rejected drugs as they could possess potential in curing a disease they were not initially meant to treat.","AZN","AstraZeneca"
"264","Here&#39;s What Just Happened With AstraZeneca plc (ADR) (NYSE:AZN), TESARO Inc ...","https://marketexclusive.com/heres-just-happened-astrazeneca-plc-adr-nyseazn-tesaro-inc-nasdaqtsro-clovis-oncology-inc-nasdaqclvs/82656/","2017-03-15 09:07:30","Market Exclusive","It's been a big week for PARP inhibitors. AstraZeneca plc (ADR) (NYSE:AZN) just put out data from a phase 3 investigation of its lead PARP asset Lynparza, and the data came out as impressive.","AZN","AstraZeneca"
"265","AstraZeneca plc (ADR) (NYSE:AZN)&#39;s Lynparza Trial Results Positive In ...","https://marketexclusive.com/astrazeneca-plc-adr-nyseazns-lynparza-trial-results-positive-competitive-threat-clovis-oncology-inc-nasdaqclvs-tesaro-inc-nasdaqtsro/82634/","2017-03-16 11:22:30","Market Exclusive","Lynparza, an ovarian cancer treatment developed by AstraZeneca plc (ADR) (NYSE:AZN) has demonstrated its ability to slow down disease progression.","AZN","AstraZeneca"
"266","AstraZeneca receives FDA response to hyperkalaemia drug application","http://www.reuters.com/finance/stocks/AZN/key-developments/article/3549671","2017-03-17 03:00:08","Reuters Key Development","AstraZeneca receives FDA response to hyperkalaemia drug application","AZN","AstraZeneca"
"267","Circassia to secure certain U.S. commercial rights to Tudorza, Duaklir from AstraZeneca","http://www.reuters.com/finance/stocks/AZN/key-developments/article/3549649","2017-03-17 03:00:08","Reuters Key Development","Circassia to secure certain U.S. commercial rights to Tudorza, Duaklir from AstraZeneca","AZN","AstraZeneca"
"268","Astrazeneca signs deal with Circassia over Almirall&#39;s products","http://www.reuters.com/finance/stocks/AZN/key-developments/article/3549695","2017-03-17 03:13:44","Reuters Key Development","Astrazeneca signs deal with Circassia over Almirall's products","AZN","AstraZeneca"
"269","AstraZeneca PLC (ADR) (AZN) In Respiratory Drug Deal With Circassia ...","http://www.insidermonkey.com/blog/astrazeneca-plc-adr-azn-in-respiratory-drug-deal-with-circassia-pharmaceuticals-567620/","2017-03-20 20:11:15","Insider Monkey (blog)","In an effort to enhance collaboration with Circassia Pharmaceuticals, AstraZeneca PLC (ADR) (NYSE:AZN) has acquired an equity stake valued at $50 million in the respiratory biopharmaceutical firm.","AZN","AstraZeneca"
"270","FDA Sends Complete Response Letter To AstraZeneca PLC (ADR) (AZN) Following ...","http://www.insidermonkey.com/blog/fda-sends-complete-response-letter-to-astrazeneca-plc-adr-azn-following-rejection-of-hyperkalemia-drug-568034/","2017-03-21 13:26:15","Insider Monkey (blog)","AstraZeneca PLC (ADR) (NYSE:AZN) has acknowledged the receipt of the Complete Response Letter (CRL) from the U.S. Food and Drug Administration for ZS-9, a drug designed to treat hyperkalemia.","AZN","AstraZeneca"
"271","Large Outflow of Money Witnessed in Astrazeneca PLC (AZN)","https://www.highlandmirror.com/2017-03-23-large-outflow-of-money-witnessed-in-astrazeneca-plc-azn","2017-03-23 16:48:45","Highland Mirror","AstraZeneca plc (ADR) Last issued its quarterly earnings results on Feb 2, 2017. The company reported $1.21 EPS for the quarter, beating the analyst consensus estimate by $ 0.03.","AZN","AstraZeneca"
"272","Primecap Sells NVIDIA, Microsoft, Union Pacific","http://www.nasdaq.com/article/primecap-sells-nvidia-microsoft-union-pacific-cm765340","2017-03-23 17:11:15","Nasdaq","The guru raised its shares of AstraZeneca PLC ADR ( AZN ) by 50.06% with an impact of 0.23% on the portfolio. It is a biopharmaceutical company engaged in the discovery and development of new products, which are then manufactured, marketed and sold.","AZN","AstraZeneca"
"273","AstraZeneca plc (ADR) Receives Key Lung Cancer Drug Approval In China","https://stocknews.com/news/azn-astrazeneca-plc-adr-receives-key-lung-cancer-drug-approval-in/","2017-03-25 07:15:07","StockNews.com (blog)","AstraZeneca plc (ADR) (NYSE:AZN) disclosed late Friday that a key lung cancer drug has received approval from Chinese regulators, opening up a potentially very lucrative new market in a country where millions suffer from the disease.","AZN","AstraZeneca"
"274","AstraZeneca plc (ADR) (NYSE:AZN) Tagrisso Wins Approval In China","https://marketexclusive.com/astrazeneca-tagrisso-wins-approval-china/86445/","2017-03-27 05:11:15","Market Exclusive","Tragrisso, a drug developed by AstraZeneca plc (ADR) (NYSE:AZN), has been granted approval in China. The treatment is designed to assist patients who are suffering from cancer and who have particular genetic mutations that are commonly found in the ...","AZN","AstraZeneca"
"275","Dow Jones Industrial Average Futures Plummet on Trump Doubts","http://www.schaeffersresearch.com/content/ezines/2017/03/27/dow-jones-industrial-average-futures-plummet-on-trump-doubts","2017-03-27 08:56:15","Schaeffers Research (blog)","After winning approval in China for its lung cancer drug, Tagrisso, AstraZeneca plc (ADR) (NYSE:AZN) stock is set to add 1% at the open.","AZN","AstraZeneca"
"276","AstraZeneca says U.S. FDA accepts new drug application for Lynparza","http://www.reuters.com/finance/stocks/AZN/key-developments/article/3556798","2017-03-28 07:00:00","Reuters Key Development","AstraZeneca says U.S. FDA accepts new drug application for Lynparza","AZN","AstraZeneca"
"277","How The Market For Tesaro&#39;s Niraparib Plays Out Following Early FDA Approval","https://www.benzinga.com/analyst-ratings/analyst-color/17/03/9223296/how-the-market-for-tesaros-niraparib-plays-out-following","2017-03-28 08:45:00","Benzinga","Nierengarten mentioned that the data from the SOLO-2 study for AstraZeneca plc (ADR) (NYSE: AZN)'s LYNPARZA in gBRCA patients revealed comparable PFS and hazard ration (HR) to niraparib's NOVA trial.","AZN","AstraZeneca"
